"territory osp","number","date","name of the organization","TIN","OGRN","part of law","structure of law","result","fact","total"
"УФССП России по Республике Мордовия","17/25/13000-АП","13.01.2026","ООО МФК ""Экофинанс""","7715450868","1157746230730","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Республике Мордовия","16/25/13000-АП","13.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Республике Мордовия","15/25/13000-АП","13.01.2026","ООО МКК ""Пенни""","9703188842","1247700580533","ч.6 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Республике Марий Эл","5/26/12000-АП","08.06.2026","ООО ""БИКЭШ""","7604381915","1217600021836","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Республике Марий Эл","3/26/12000-АП","22.05.2026","АО ""ОТП Банк ""","7708001614","1027739176563","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Республике Марий Эл","2/26/12000-АП","19.05.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Республике Марий Эл","15/25/12000-АП","13.02.2026","ООО ПКО ""КЭФ""","7707790885","1127747190152","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Республике Марий Эл","14/25/12000-АП","12.02.2026","ООО МКК ""ДЕКАДА""","9719060559","1237700913780","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Республике Марий Эл","13/25/12000-АП","30.01.2026","ООО МКК ""ЗТЧ""","6316284688","1236300021462","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Республике Марий Эл","12/25/12000-АП","03.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Республике Коми","1/26/11000-АП","16.03.2026","ООО МКК ""Декада""","9719060559","1237700913780","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Республике Коми","16/25/11000-АП","06.02.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Республике Коми","15/25/11000-АП","03.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Республике Коми","14/25/11000-АП","26.01.2026","ПАО ""Совкомбанк""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","39/26/10000-АП","26.06.2026","ООО МФК ""МигКредит""""","7715825027","1107746671207","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","38/26/10000-АП","23.06.2026","ООО ПКО ""Столичное АВД""","7717528291","1057746413922","ч.1 ст.14.57","230-ФЗ","80000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","35/26/10000-АП","22.06.2026","ООО МКК ""Стратосфера""","5405967772","1155476133526","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","33/26/10000-АП","16.06.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","28/26/10000-АП","26.05.2026","ООО ПКО ""АктивБизнесКонсалт""","7736659589","1137746390572","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","25/26/10000-АП","05.05.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","24/26/10000-АП","05.05.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","45000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","23/26/10000-АП","04.05.2026","ООО ПКО ""СКА""","1901107255","1121901001958","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","22/26/10000-АП","14.04.2026","ООО ""Скорый займ""","9718244306","1247700019764","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","21/26/10000-АП","10.04.2026","ООО ПКО ""Юстива""","6316276246","1226300000057","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","20/26/10000-АП","21.04.2026","ООО МФК ""МигКредит""""","7715825027","1107746671207","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","18/26/10000-АП","03.04.2026","Банк ВТБ (ПАО)","7702070139","1027739609391","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","17/26/10000-АП","06.04.2026","ООО ""Региональное Бюро Взысканий""","5446015412","1135483002214","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","14/26/10000-АП","31.03.2026","ООО МФК ""ЭКОФИНАНС""","7715450868","1157746230730","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","12/26/10000-АП","30.03.2026","ООО МККК ""Платиза.ру""","7705974076","5117746058172","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","11/26/10000-АП","27.03.2026","ПАО Сбербанк","7707083893","1027700132195","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","9/26/10000-АП","24.03.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","8/26/10000-АП","11.03.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","6/26/10000-АП","17.03.2026","ООО ""Столичное агентство по возврату долгов""","7717528291","1057746413922","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","4/26/10000-АП","13.03.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Республике Карелия","3/26/10000-АП","11.03.2026","ООО МФО ""Центр Денежной Помощи""","2902070715","1112932002149","ч.2 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Республике Карелия","1/26/10000-АП","11.03.2026","ООО МФО ""Центр Денежной Помощи""","2902070715","1112932002149","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Республике Карелия","41/25/10000-АП","03.03.2026","ПАО ""Совкомбанк""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
